title;year;author
Can machine learning explain human learning?;2016;Simon Jones and Sukhvinder Hara and Juan Carlos Augusto
A Hybrid Machine Learning and Knowledge Based Approach to Limit Combinatorial Explosion in Biodegradation Prediction.;2016;Jörg Wicker and Kathrin Fenner and Stefan Kramer 0001
Intelligent Solutions in Sustainable Transport Upper Silesia Agglomeration.;2016;Robert Tomanek
SenetSHM: Towards Practical Structural Health Monitoring Using Intelligent Sensor Networks.;2016;Xuefeng Liu 0001 and Jiannong Cao 0001 and Peng Guo
Unravelling the Myth of big data and artificial intelligence in sustainable natural resource development.;2016;Gandhi Sivakumar and Drew Johnson and Rashida Hodge
Modeling Progress in AI.;2016;Miles Brundage
Breaking Anonymity of Social Network Accounts by Using Coordinated and Extensible Classifiers Based on Machine Learning.;2016;Eina Hashimoto and Masatsugu Ichino and Tetsuji Kuboyama and Isao Echizen and Hiroshi Yoshiura
Towards Emotionally Intelligent Machines: Taking Social Contexts into Account.;2016;Han Lin and Han Yu 0001 and Chunyan Miao and Lin Qiu
Broadening and sustaining an Air Quality K-12 curriculum through a Digital Library and undergraduate service learning course.;2016;Daniel W. Knight and Ashley Collier and Michael Hannigan and Katya Hafich
Deontic Counteridenticals and the Design of Ethically Correct Intelligent Agents: First Steps.;2016;Selmer Bringsjord and Rikhiya Ghosh and James Pane-Joyce
Sustainability through Intelligent Scheduling of Electric Water Heaters in a Smart Grid.;2016;Marthinus J. Booysen and A. H. Cloete
Taxonomy of Pathways to Dangerous Artificial Intelligence.;2016;Roman V. Yampolskiy
"Using ""The Machine Stops"" for Teaching Ethics in Artificial Intelligence and Computer Science.";2016;Emanuelle Burton and Judy Goldsmith and Nicholas Mattei
A Fuzzy Adaptive Data Fusion Strategy for Intelligent Vehicle Systems.;2016;Yan Huo and Xiangqian Li and Jin Qian and Liran Ma and Xu Zheng
Patiency Is Not a Virtue: AI and the Design of Ethical Systems.;2016;Joanna J. Bryson
Playing Games Across the Superintelligence Divide.;2016;Aaron Isaksen and Julian Togelius and Frank Lantz and Andy Nealen
SHelmet: An Intelligent Self-sustaining Multi Sensors Smart Helmet for Bikers.;2016;Michele Magno and Angelo D'Aloia and Tommaso Polonelli and Lorenzo Spadaro and Luca Benini
Developing a model of driver's uncertainty in lane change situations for trustworthy lane change decision aid systems.;2016;Fei Yan and Mark Eilers and Andreas Lüdtke and Martin Baumann 0001
Recent Advances in AI for Computational Sustainability.;2016;Douglas H. Fisher
Business intelligence systems use in performance measurement capabilities: Implications for enhanced competitive advantage.;2016;Matt D. Peters and Bernhard Wieder and Steve G. Sutton and James Wakefield
Automatically explaining machine learning prediction results: a demonstration on type 2 diabetes risk prediction.;2016;Gang Luo 0001
An exploratory research on advanced smart media security design for sustainable intelligence information system.;2016;Won Hyung Park and Onechul Na and Hangbae Chang
Decision-making: Be wary of 'ethical' artificial intelligence.;2016;Michael Stocker
Pupil Diameter Tracks the Exploration-Exploitation Trade-off during Analogical Reasoning and Explains Individual Differences in Fluid Intelligence.;2016;Taylor R. Hayes and Alexander A. Petrov
Overall Framework Design of an Intelligent Dynamic Accounting Information Platform Based on the Internet of Things.;2016;Feng Qiu
Computational Intelligence Based Heuristic Approach for Maximizing Energy Efficiency in Internet of Things.;2017;Amandeep Verma and Sakshi Kaushal and Arun Kumar Sangaiah
A Framework for Analyzing Uncertainty in Data Using Computational Intelligence Techniques.;2017;M. Sujatha and Golagani Lavanya Devi and Mary Naresh
A Review of Future and Ethical Perspectives of Robotics and AI.;2017;Quan Liu and Aiming Liu and Yuanming Li and Wenjun Xu 0002 and Jiayi Liu 0003 and Gaobo Chen and Wei Dai
Ethical Considerations in Artificial Intelligence Courses.;2017;Daniel Garijo
AI buzzwords explained: scientific workflows.;2017;Hang Ma 0001 and Sven Koenig
AI buzzwords explained: multi-agent path finding (MAPF).;2017;Paul T. Durbin
Can We Program Ethics into AI? [Reflections].;2017;Keith Miller
Energy saving through intelligent coordination among daily used fixed and mobile devices.;2017;Rafiullah Khan and Sarmad Ullah Khan
The IEEE Global Initiative for Ethical Considerations in Artificial Intelligence and Autonomous Systems [Standards].;2017;Raja Chatila 0001 and Kay Firth-Butterfield and John C. Havens and Konstantinos Karachalios
Transparent, explainable, and accountable AI for robotics.;2017;Kartikeya Bhardwaj and Radu Marculescu
The design and implementation of PV-based intelligent distributed sensor LED lighting in daylight exposed room environment.;2017;Mehmet Ali Özçelik
Intelligent condition perception network towards sustainable manufacturing capability for manufacturing systems.;2017;Brent D. Mittelstadt 0002 and Luciano Floridi
Minds and Machines Special Issue: Ethics and Artificial Intelligence.;2017;Paula Boddington and Peter Millican and Michael J. Wooldridge
Can Artificial Intelligences Suffer from Mental Illness? A Philosophical Matter to Consider.;2017;Hutan Ashrafian
TAKING THE HIGH ROAD: Ethics by design in AI.;2017;C. Dianne Martin and Toma Taylor Makoundou
Sustainability in intelligent building environments using weighted priority scheduling algorithm.;2017;Ahmad Shahi and Md Nasir Sulaiman and Norwati Mustapha and Thinagaran Perumal and Reza Meimandi Parizi
Intelligent data analysis for sustainable smart grids using hybrid classification by genetic algorithm based discretization.;2017;Mrutyunjaya Panda
Why Teaching Ethics to AI Practitioners Is Important.;2017;Judy Goldsmith and Emanuelle Burton
A Selected Summary of AI for Computational Sustainability.;2017;Douglas H. Fisher
Explaining machine learning models in sales predictions.;2017;Marko Bohanec and Mirjana Kljajic Borstnar and Marko Robnik-Sikonja
Detecting corporate tax evasion using a hybrid intelligent system: A case study of Iran.;2017;Eghbal Rahimikia and Shapour Mohammadi and Teymur Rahmani and Mehdi Ghazanfari
An Inconvenient Truth: Algorithmic Transparency & Accountability in Criminal Intelligence Profiling.;2017;Erik T. Zouave and Thomas Marquenie
Application of Methods of Artificial Intelligence for Sustainable Production of Manufacturing Companies.;2017;Martina Willenbacher and Christian Kunisch and Volker Wohlgemuth
Goal-Oriented Design for Ethical Machine Learning and NLP.;2017;Tyler Schnoebelen
Design and Build OLAP Business Intelligence for Village Sustainable Development Planning.;2017;Irya Wisnubhadra and Stephanie Pamela Adithama
IEEE standard review - Ethically aligned design: A vision for prioritizing human wellbeing with artificial intelligence and autonomous systems.;2017;Kyarash Shahriari and Mana Shahriari
Design of an explainable machine learning challenge for video interviews.;2017;Hugo Jair Escalante and Isabelle Guyon and Sergio Escalera and Júlio C. S. Jacques Júnior and Meysam Madadi and Xavier Baró and Stéphane Ayache and Evelyne Viegas and Yagmur Güçlütürk and Umut Güçlü and Marcel A. J. van Gerven and Rob van Lier
Implicit Interaction Through Machine Learning: Challenges in Design, Accountability, and Privacy.;2017;Donald McMillan
Machine Learning and Social Media in Crisis Management: Agility vs Ethics.;2017;Vitaveska Lanfranchi
Machine Learning for Encrypted Malware Traffic Classification: Accounting for Noisy Labels and Non-Stationarity.;2017;Blake Anderson and David A. McGrew
Explainable sleep quality evaluation model using machine learning approach.;2017;Rock-Hyun Choi and Won-Seok Kang and Chang Sik Son
MTIV: A Trustworthiness Determination Approach for Threat Intelligence.;2017;Lei Li and Xiaoyong Li 0003 and Yali Gao
Introduction: Legal and Ethical Dimensions of AI, NorMAS, and the Web of Data.;2017;Ugo Pagallo and Monica Palmirani and Pompeu Casanovas and Giovanni Sartor and Serena Villata
Holism, collective intelligence, climate change and sustainable cities.;2017;Monika M. L. dos Santos
Design of a Secure Public Accounts System for Enhanced War Against Corruption Using Intelligent Software Agent.;2017;Olugbemiga Solomon Popoola and Boniface Kayode Alese and Ayodele Solomon Kupoluyi and Caleb Ayodeji Ehinju and Adebayo Olusola Adetunmibi
Automated Reasoning for Explainable Artificial Intelligence.;2017;Maria Paola Bonacina
Machine Learning for Personalized Challenges in a Gamified Sustainable Mobility Scenario.;2017;Reza Khoshkangini and Annapaola Marconi and Giuseppe Valetto
Why Teaching Ethics to AI Practitioners Is Important.;2017;Judy Goldsmith and Emanuelle Burton
Building Cognitive Cities with Explainable Artificial Intelligent Systems.;2017;José Maria Alonso and Corrado Mencar
Explainable Agency for Intelligent Autonomous Systems.;2017;Pat Langley and Ben Meadows and Mohan Sridharan and Dongkyu Choi
Intelligent Decision Support Systems for Sustainable Computing.;2017;Arun Kumar Sangaiah and Ajith Abraham and Patrick Siarry and Michael Sheng 0001
Logic meets Probability: Towards Explainable AI Systems for Uncertain Worlds.;2017;Vaishak Belle
Explain to whom? Putting the User in the Center of Explainable AI.;2017;Alexandra Kirsch
neOCampus: A Demonstrator of Connected, Innovative, Intelligent and Sustainable Campus.;2017;Marie-Pierre Gleizes and Jérémy Boes and Bérangère Lartigue and François Thiébolt
What Does Explainable AI Really Mean? A New Conceptualization of Perspectives.;2017;Derek Doran and Sarah Schulz and Tarek R. Besold
On Learning Sparse Boolean Formulae for Explaining AI Decisions.;2017;Susmit Jha and Vasumathi Raman and Alessandro Pinto and Tuhin Sahai and Michael Francis
"""Why Did You Do That?"" Explainable Intelligent Robots.";2017;Raymond Ka-Man Sheh
How People Explain Action (and Autonomous Intelligent Systems Should Too).;2017;Maartje M. A. de Graaf and Bertram F. Malle
An intelligent approach to Big Data analytics for sustainable retail environment using Apriori-MapReduce framework.;2017;Neha Verma 0004 and Jatinder Singh
Ethics and the Social Impact of Computational Intelligence [President's Message].;2017;Pablo A. Estévez
Standardizing Ethical Design for Artificial Intelligence and Autonomous Systems.;2017;Joanna Bryson and Alan F. T. Winfield
Lexicographic preferences for predictive modeling of human decision making: A new machine learning method with an application in accounting.;2017;Michael Bräuning and Eyke Hüllermeier and Tobias Keller and Martin Glaum
Intelligent Gaming for Mobile Crowd-Sensing Participants to Acquire Trustworthy Big Data in the Internet of Things.;2017;Maryam Pouryazdan and Claudio Fiandrino and Burak Kantarci and Tolga Soyata and Dzmitry Kliazovich and Pascal Bouvry
Distributed Algorithm with Inherent Intelligence for Multi-cloud Resource Provisioning.;2017;Seyed Ali Miraftabzadeh and Paul Rad and Mo M. Jamshidi
Intelligent Decision Support System for an Integrated Pest Management in Apple Orchard.;2017;Theagarajan Padma and Shabir Ahmad Mir and Shantharajah S. Periyasamy
Parameter Optimization Methods Based on Computational Intelligence Techniques in Context of Sustainable Computing.;2017;Pankaj Upadhyay and Jitender Kumar Chhabra
An Intelligent System Based Approach to Accounting Choices Evaluation and Selection.;2018;Yang Duan and Chung-Hsing Yeh
An Ontology for Sustainable Intelligent Transportation Systems.;2018;Adriana Giret and Vicente Julián and Carlos Carrascosa and Miguel Rebollo
Interaction design for explainable AI: workshop proposal.;2018;Prashan Madumal and Ronal Rajneshwar Singh and Joshua Newn and Frank Vetere
Ethical Problems of Introducing Artificial Intelligence into the Contemporary Society.;2018;Olga Burukina and Svetlana Karpova and Nikolas Koro
Research on Artificial Intelligence Ethics Based on the Evolution of Population Knowledge Base.;2018;Feng Liu 0030 and Yong Shi 0001
Patiency is not a virtue: the design of intelligent systems and systems of ethics.;2018;Virginia Dignum
"The ""big red button"" is too late: an alternative model for the ethical evaluation of AI systems.";2018;Joanna J. Bryson
Ethics in Action - Considerations on Autonomous and Intelligent Systems.;2018;Raja Chatila 0001
Towards Humanized Ethical Intelligent Agents: the role of Reflection and Introspection.;2018;Stefania Costantini and Abeer Dyoub and Valentina Pitoni
Intelligent Immune System for Sustainable Manufacturing.;2018;Weidong Li 0001 and Xiantao Cai
Explaining Explanations: An Overview of Interpretability of Machine Learning.;2018;Leilani H. Gilpin and David Bau and Ben Z. Yuan and Ayesha Bajwa and Michael A. Specter and Lalana Kagal
Fairness and Transparency of Machine Learning for Trustworthy Cloud Services.;2018;Nuno Antunes and Leandro Balby and Flavio V. D. de Figueiredo and Nuno Lourenço 0002 and Wagner Meira Jr. and Walter Santos
Making Explainable Recommendations Within an Intelligent Information System.;2018;Terrance Goan
Two Lessons from Nuclear Arms Control for the Responsible Governance of Military Artificial Intelligence.;2018;Matthijs M. Maas
